Genotype	EV_V6	PH_V6	PH_final	DtSILK	RL_R6
DH_KE0191	4.39093078504142	55.5111431594707	133.756618036515	79.963304780074	2.69701658338349
DH_KE0193	4.59303483649103	61.2852739260599	115.498980746277	77.6151506170572	3.43178909147326
DH_KE0194	5.66103680979431	76.1611700620181	136.194662545519	80.2885230404443	4.99202695174584
DH_KE0195	4.96847525309983	70.0011149563248	162.29092837844	74.4798786109379	3.3202728674492
DH_KE0196	4.03017049868038	61.1609188500054	163.064110205407	86.2784037270192	5.01452440494697
DH_KE0197	6.03092112551765	77.2910458572776	163.477869765273	79.3466963164799	8.6078202404984
DH_KE0198	7.18171813479596	88.2424454528583	127.243223114713	75.9662909180055	8.30864110733169
DH_KE0199	5.86575873862385	71.9938706546294	159.896905853044	75.4194906839861	2.30414882502325
DH_KE0200	4.67306304350784	65.3622526762042	126.645828619684	83.1696130009332	1.52191196993191
DH_KE0201	6.39896026077189	76.7186654945563	148.528949352685	76.3607125483239	1.65574428558491
DH_KE0202	4.10111149646608	61.2727924133419	115.895161632528	80.2578707267489	1.37609179993424
DH_KE0203	4.03417191368465	65.089722762974	129.592549781144	79.0570320153096	1.33121420056846
DH_KE0204	5.38356483229616	70.4929490061346	159.280463320141	78.9159006448099	4.437924047978
DH_KE0205	4.66371544683676	62.238618165931	137.266995738544	75.1707349362911	1.12122209725913
DH_KE0206	6.77447688510364	93.519177525897	150.06893328262	75.3013885744896	1.17465363921557
DH_KE0209	5.61247708525708	75.0153032261552	128.744996766147	80.3908209715515	3.76632274813859
DH_KE0210	5.95644875085013	72.5472460864852	142.370143929166	80.382589267444	2.50707026068721
DH_KE0211	4.81155263120639	66.9918790575528	156.994936365	86.7677089339185	1.01611783156741
DH_KE0212	3.50713747487965	44.3458426301886	133.954866941322	76.8302312565848	2.56548343943848
DH_KE0213	5.17973784947683	62.8169425530528	117.987998217139	78.15166627603	3.90887116102659
DH_KE0214	3.84726889680721	53.9873104590521	117.697542054308	78.8806793494594	1.09100037266517
DH_KE0215	5.48066736266171	72.673576882515	150.056473738276	80.85856202097	1.70201643517868
DH_KE0217	4.22386914550765	55.8736511035794	117.578497695487	74.7315353390558	3.13952662367942
DH_KE0218	5.93827824352481	81.8203373250141	154.067105649111	78.975553254587	1.21621929007342
DH_KE0219	5.72315779208168	72.3090890870607	150.257074288003	76.7920441687616	7.64535378939633
DH_KE0221	4.77490608463317	66.9937855921698	166.680417702512	85.3537112568827	3.24381480176601
DH_KE0222	5.20355297194981	71.1781538927273	148.117938311414	78.4595242688092	4.10836504832177
DH_KE0225	5.07536736771326	68.0192838366044	172.605702858398	86.9093437226809	6.1028061545724
DH_KE0227	6.3086738131915	85.1047395508665	160.442677578952	75.8352843608494	6.11239912885898
DH_KE0231	4.67977433571825	65.0798152840716	146.10765409291	77.9501458854191	1.60636221391317
DH_KE0234	5.50196515804433	70.8734560189645	135.42629870269	74.8191511429531	2.5281365210842
DH_KE0235	5.74716265172516	73.8164195813423	154.093356027845	77.5506876036901	1.18752731781689
DH_KE0237	5.82574529301734	73.2420725016467	142.876892893253	72.8594911409347	1.96075459292449
DH_KE0239	5.61750447173621	63.9466918560788	121.955283784827	68.8488108182545	2.68230816203635
DH_KE0241	5.95076370003943	70.8295951662721	140.579285374788	77.6875758029815	4.20115166287798
DH_KE0242	5.54191431860214	67.8516716230885	132.182841445446	76.4544614593933	2.22884115519464
DH_KE0243	4.09710616312896	68.4003994574716	116.013218999885	78.1676798087219	0.986832121960284
DH_KE0244	5.64219148631762	76.6647103403658	154.469771893161	73.9128316282543	3.12458806226735
DH_KE0245	6.74022078650707	88.3714363225655	160.181052337738	79.1055110455315	1.34159484223423
DH_KE0246	5.7658225418162	75.5691870647989	146.067070728295	81.1587139990509	2.44769886678572
DH_KE0247	5.51326790087959	67.2970115647482	132.389746136512	77.8986619371878	4.22572098622292
DH_KE0248	5.21008298800659	67.4027498148949	149.113682147346	79.9287542986287	1.00670879612539
DH_KE0249	5.02722669239446	63.1643591547325	161.518536860877	74.5482062810399	1.49630784889829
DH_KE0250	4.25491498321898	66.1880149811509	124.642238531019	82.4973206126739	3.71997044763099
DH_KE0253	4.01543368677741	60.4098054635415	139.345455965776	80.208742951898	3.48616107887837
DH_KE0254	5.37389533756113	67.5503420707617	150.280162106933	79.8339877965852	1.36397485974954
DH_KE0259	5.82122205988259	81.3381680418281	137.715882382961	75.8937927096894	3.6960930232933
DH_KE0262	6.63360585073757	81.616679655445	166.080999024335	79.8664843182208	1.08115565471313
DH_KE0263	3.40865051389261	51.6198746838785	100.578253650831	78.2051753795965	0.833861648988619
DH_KE0265	3.80366081432593	68.0355612246168	158.262381797878	82.3339590640019	1.59260561353286
DH_KE0266	5.64972090610819	68.5049356621934	144.838028047369	75.3743302576681	1.84511239504944
DH_KE0267	4.09299379098243	56.2923709615705	177.498825753588	85.4305900385919	2.19755657171965
DH_KE0269	5.49191509284464	76.9005935997051	138.177583378847	74.7675893809759	1.08510028839042
DH_KE0270	5.1399848176563	75.0150368316577	146.174537116217	71.6665123814564	5.78206852125869
DH_KE0272	4.57523524305916	55.0853744632971	135.89169349976	79.7730338904885	1.28717708923131
DH_KE0274	6.26468172946287	83.158305761562	179.39653238918	86.2575715575273	1.45935208942385
DH_KE0275	5.68978168438435	73.6101089046201	122.312087950107	73.8686628102604	4.70395974342479
DH_KE0277	3.69668197484236	52.6681378440421	125.089043146044	85.5504817669483	2.51167812860698
DH_KE0278	5.87047131798699	74.5831685031267	145.433293647826	76.6148517872389	2.90903835415002
DH_KE0280	5.83762268604433	77.4245420539481	144.512131442428	71.9019752427818	2.5683549510217
DH_KE0281	7.07662049174836	91.063007992917	170.695162399281	68.3476045359741	1.89343238138025
DH_KE0282	5.87912266510997	77.2978167116583	130.693455696004	79.003014546004	2.22064959154822
DH_KE0283	5.02313774080463	60.5033157930286	110.013513007938	78.4036692803685	1.16562671847993
DH_KE0285	5.92036503063995	70.1364668128767	140.756212916516	72.0687656916058	1.03490971938383
DH_KE0286	6.00316336412206	71.3227905672653	116.411021984379	75.46222903605	1.39646494197168
DH_KE0287	4.90314898802493	81.6654190676173	132.487381646393	78.2584426986714	7.72676681892681
DH_KE0288	6.02482658126562	73.0950480408405	142.636695910785	74.7975231425087	3.85112209771897
DH_KE0289	5.7640763901369	76.7166478708564	135.265103328357	79.2617564885727	3.04088373123939
DH_KE0290	5.24418256563983	72.0306524372644	163.067220464722	72.2213704646708	5.01239437644378
DH_KE0291	3.06443713685817	47.3024198275057	113.738309306634	77.2049514445907	2.19042195488299
DH_KE0292	5.18487331370462	71.5049155079216	194.743046789082	78.5617942217744	5.71614515284761
DH_KE0294	5.23561297778411	71.0965451499849	126.372668451231	79.2013693283252	1.75906698703721
DH_KE0295	5.085787361905	68.160214233999	148.185330391453	71.6091241042352	5.36875402813749
DH_KE0296	4.24816136637382	61.6643598515794	139.854647598953	84.228917820306	2.16169321495086
DH_KE0298	3.44651293238059	58.3369629227097	110.265196025616	86.9273983493017	1.75591133180133
DH_KE0301	5.51513026747884	79.3903895271389	154.606250344112	73.9353637089173	1.99583451035397
DH_KE0304	4.18069607195974	58.9057351291731	124.517018837244	78.6716882700207	1.85378042770347
DH_KE0308	5.11704918285914	71.6349593614615	154.62896225466	77.6668998556326	8.17021643975055
DH_KE0310	5.18821947327288	64.4511633213812	131.258981722288	75.6597466281009	1.79874065259189
DH_KE0311	6.52942064081363	86.3463109459143	179.099109120145	83.8085883768832	NA
DH_KE0314	4.66141214557706	59.0480439401004	132.573698306599	78.6540738850598	1.19311073325346
DH_KE0318	6.2433017284902	78.5405061529997	134.42379370113	77.1961682681985	1.21171507485276
DH_KE0323	5.29540170734683	68.8412622145961	148.402629194279	70.7844687938238	1.37332005415402
DH_KE0325	6.08169397988264	78.5085731349785	139.561589836818	82.5573795161746	1.75418796270099
DH_KE0331	5.05878414546853	68.9438339343467	131.075392668441	83.7162716932343	2.2822346358546
DH_KE0333	4.55419947715528	69.7532362729023	143.713163138015	78.7106149797809	1.52473155250602
DH_KE0334	4.26481128907853	59.4734651625984	138.533504927646	70.0903300717704	2.21652235424666
DH_KE0337	5.01205333299119	67.3135308953158	152.095647439048	79.6565442545095	3.61671073427167
DH_KE0338	5.67240147546975	77.0307141211134	147.557350771683	78.2369454771335	2.95229079363314
DH_KE0343	5.47747302364109	72.1109200467613	170.072563655889	80.9284847003003	3.13571994255504
DH_KE0345	4.67183154474191	66.0398182897106	152.12390273918	75.155421928715	6.22975161567277
DH_KE0346	5.00126259212285	67.2674262883701	159.640332342125	82.2271587331433	1.06950786650981
DH_KE0349	5.79289565548112	81.3603538715062	148.080898530262	80.5210605370884	0.981573404767454
DH_KE0353	5.20263085362804	68.2661374668536	125.989134132066	79.1807050658154	1.28944904156953
DH_KE0354	6.67921658782529	83.1461513840397	169.593170680147	72.0114147421213	1.43624990272134
DH_KE0357	4.3330012167742	64.0568713972982	121.397362582452	75.3358026609703	5.42491082506972
DH_KE0363	5.7341346803696	76.2914450272808	149.101291253298	83.3621462929852	1.0124867874214
DH_KE0364	4.61713714442005	60.8543855613754	111.665318036872	69.4771787493617	2.42581091747107
DH_KE0367	6.05931103030686	76.321289817334	152.383653232065	77.2294890719759	1.10099656865415
DH_KE0370	5.57462579686342	71.0394972651886	167.008547085212	83.8033814646755	7.32050398220769
DH_KE0371	6.83225346525237	83.1684338296925	166.896242649064	72.7832114541261	1.4467016798042
DH_KE0373	5.55005808600795	70.2083691798651	139.22480518343	70.3260533593486	1.16677639181003
DH_KE0375	5.6676857669305	75.1862561508143	145.912679191534	81.6340261126332	1.61675109862108
DH_KE0378	5.99349148958073	84.7807609536539	194.86285182414	85.4239615764875	3.1376140607768
DH_KE0379	5.06497625134708	75.7603586441228	154.412581527186	79.9710693060497	2.82486461930036
DH_KE0382	5.75631950992567	66.7875590999557	135.88251938829	72.201087135467	NA
DH_KE0385	4.35315436560028	51.9272984048139	127.304708126793	78.8268518264842	1.29046085220338
DH_KE0386	4.61691237598245	65.1552045603822	153.392093244723	74.1421293111623	1.20656600095659
DH_KE0395	1.99927693194712	37.6989208598452	134.351197243243	97.6689953002205	2.11293570279423
DH_KE0396	4.88092019676942	75.1219946711474	161.138517660091	88.3273235036574	1.83334083851606
DH_KE0398	6.13016801177613	78.8347299018175	179.260975747694	86.3134209364165	0.86027759605126
DH_KE0399	5.79423701971427	74.1946520490234	165.218851389264	73.0470208102257	1.81874567624541
DH_KE0402	6.38531334187011	88.1190097983138	176.950563739311	77.8916072286304	1.84095196258376
DH_KE0403	6.38362181305625	74.8317779332267	175.893484893463	75.1529068487275	2.52098695100652
DH_KE0406	5.93904939298377	73.9443310088199	155.12142897697	74.7565169998551	2.7341616844681
DH_KE0407	6.17325828386959	74.5247557590354	174.195953879624	78.5778707363589	0.680367970827048
DH_KE0410	6.04020409162963	79.9222420853778	198.471642092387	84.1322846924914	4.71327584811826
DH_KE0412	5.86204141073504	73.6616554514819	179.277079233319	90.0654737488247	4.15368003328997
DH_KE0413	6.19256919675669	75.7302277700908	128.050317062256	72.5449399162475	0.891431457623778
DH_KE0414	4.33218473508898	53.7969496673498	132.377111192308	81.1978660448846	1.92977869527017
DH_KE0416	4.98542191059092	70.1248179091795	122.188722595139	79.7606031133828	1.32835327373605
DH_KE0417	5.09397365565528	73.0306585797949	143.782473375239	79.5764211597382	1.4196623761316
DH_KE0418	5.48326509271664	75.7735005344343	161.062964146431	86.9651897281828	3.37688651708894
DH_KE0421	6.07960666346964	83.2123430576481	161.582584018183	80.3641600706326	3.56365085788819
DH_KE0422	6.16891566747825	83.243777904247	153.473037967126	79.3869926392875	3.17255892211736
DH_KE0424	5.26497389412765	72.2155487522394	152.087248390208	81.8680401643234	1.34462671446011
DH_KE0425	5.84258209348826	77.8397801432125	154.238307486834	80.1130891839496	1.52763389022776
DH_KE0426	5.52695721444221	78.7967048557263	145.992448211356	83.4712451384756	2.11668253903588
DH_KE0428	4.98167974653904	74.492984946665	129.099019999131	78.573411015686	2.41234118265261
DH_KE0429	5.07126740672614	66.6498518579082	125.273847631989	75.7924726947137	1.10011659027982
DH_KE0430	5.8081944702217	76.8841976281528	138.438707379084	81.268568508634	3.76115362968821
DH_KE0431	6.36087331446335	83.7108027618506	165.044307502729	83.4467248375322	5.68576111175783
DH_KE0432	5.22967309902719	72.3147268715289	158.494748217197	76.2893201070214	3.05221963225662
DH_KE0433	5.08993339673099	70.9122581264634	102.187492583119	75.9248926709027	2.21313680413279
DH_KE0434	5.30141860807304	70.6541448439843	153.839655720004	77.7392614246929	2.65259871993463
