Genotype EME SE_EME EV_V3 SE_EV_V3 EV_V4 SE_EV_V4 EV_V6 SE_EV_V6 PH_V4 SE_PH_V4 PH_V6 SE_PH_V6 PH_final SE_PH_final EH SE_EH EarTasDist SE_EarTasDist DtSILK SE_DtSILK RL_R6 SE_RL_R6 TILL SE_TILL
DH_KE0026 69.6833252862675 5.7538910396859 4.38196697141082 0.588405604543396 4.50608701444933 0.480351834444917 5.21659710059782 0.48775015123229 29.9272038388937 2.65986777888888 75.1223320090968 6.23178315203117 140.368135696145 12.4897127948478 77.5158986410302 9.02900072134256 80.3842545863264 7.34223864749234 82.1450458847867 2.42811793646278 5.07534111399496 0.992477550130074 4.30155834607816 0.736163834661878
DH_KE0027 59.0068465241672 8.03697001296629 4.99712700118311 0.655661942086738 4.99474129608132 0.596104916068566 5.52367689139361 0.604987902087017 32.6831537782375 3.1143150604855 79.1831327154984 6.90365602819386 127.624017391547 13.6804665192268 44.0264417280546 10.3113793823183 92.041635415079 9.61597317505972 68.7555975021593 2.74964167614999 0.986689337082882 0.992782354038448 NA NA
DH_KE0028 54.7912518824408 5.75408603195455 4.535424469378 0.588512423034632 4.74312193125051 0.480378140212647 5.4131263379512 0.48778219061003 31.7961171165878 2.66002083127384 76.4760335921284 6.23211467603365 145.695669767644 12.4900356681167 34.6557506536681 9.02939253417883 109.976215954575 7.34242289543985 74.0984144569946 2.42816233245992 1.79331592542727 0.992351210640848 1.05764693685353 0.736134845318957
DH_KE0030 86.6827420206914 5.75390343773678 6.35749038872846 0.588562361849899 6.45581272612292 0.480373282036207 6.48377601734377 0.48779368272841 34.2785012475041 2.66002490590659 78.1780928102355 6.23223940592399 144.102860831699 12.4900397312589 59.9593824365685 9.02735431945587 101.640166633129 7.34011508246495 70.7944686352424 2.42811898327634 2.04650689069491 0.991903674076349 3.66681690820367 0.736316227416989
DH_KE0031 81.2757299298275 5.75382031124543 5.73950168043785 0.588435286627364 5.39421522081223 0.480338693269321 6.42498142473983 0.487744623416769 30.0795605047604 2.65984419877898 73.6747903965154 6.23184597913804 126.583976266436 12.4897738881484 47.4180062848697 9.02961799257387 81.1182484323337 7.34297107238577 81.0023232542013 2.4280791630236 1.02092073107079 0.992479236917055 0.975015236257959 0.736103581488124
DH_KE0032 58.2885312739847 5.75433775761701 4.07000232722935 0.588766081871708 3.43154164293448 0.480456976939846 3.85479041525284 0.487868343296574 23.8855957388511 2.66039890985028 58.3312216366745 6.23277338695319 115.801908732308 12.490934033418 47.2610367908919 9.03020442381477 70.162603910126 7.34356373495716 74.5744197668452 2.42830389246294 6.16782306382964 0.992865822276285 3.44080618014835 0.73613856768503
DH_KE0033 73.6439714280856 5.75386333824112 4.65576067863755 0.588449117532058 4.93244428926271 0.480343900462577 5.16617118484036 0.487751251778176 30.2547220324109 2.6598746404871 70.3728171537512 6.23187585474843 159.305682447683 12.4898167529951 69.3955294698483 9.02751957138984 98.5349532544495 7.34023665061367 77.6357449226204 2.42806187582546 4.81751552020227 0.992413780675643 4.18156235308433 0.736113106941738
DH_KE0034 84.8585120416554 5.75399131597398 5.5663420736281 0.588515192041505 5.40714295651185 0.480330948735126 5.8445310772556 0.487730600113787 31.6183031282617 2.65982013585458 75.3180274447382 6.23175175994615 143.652509886071 12.48916149868 78.8679372405268 9.02849809288802 77.1120860149742 7.34125508053441 75.8676492657342 2.42805572179078 1.21946358271314 0.992587332485665 3.71685538340524 0.73587318438954
DH_KE0035 82.6515442830558 5.75423154807052 5.77076142586092 0.58869714885295 5.71765588861438 0.480448511523761 5.9123752216464 0.487880179957393 38.9509043083164 2.66036243737383 86.3708144056306 6.23279386147151 152.091001049551 12.4911571819227 84.9312413312959 9.02937894372408 73.0082051812229 7.34268217421026 79.5050893879924 2.42827817041591 2.70415159502762 0.992817097637836 4.85278591643311 0.736083650105061
DH_KE0036 49.7037382645445 8.0366437080818 4.02391212313338 0.655447006115019 3.89341909800049 0.595915615132506 4.28026353906719 0.604743243070354 23.7600271582805 3.11330659095687 58.8816298418182 6.9011346981256 124.532151556239 13.6764379756503 49.8299298458702 10.3012002941367 85.0428873422348 9.6067036960065 83.5301896766211 2.74935682941007 6.46097116010965 0.992512145309298 NA NA
DH_KE0037 71.770415613007 5.75378314850973 4.21076527846458 0.588518660229616 4.15353859901261 0.480361496132231 4.98336357760269 0.487790327263777 26.574098604554 2.66000363263582 62.0625540721713 6.23232121908273 141.339227998204 12.4903715425446 71.9675303377297 9.02959412013916 75.4040084399662 7.34276004934216 75.2560373016751 2.42805871426252 1.52835620665489 0.992005636082957 1.37387873341996 0.736235142146945
DH_KE0038 77.4218534429681 5.75390292234536 6.00195816160366 0.588475943918311 5.83873757596119 0.480377437192672 5.87751906777181 0.487793666641211 39.4119462571757 2.66000596306128 88.3076513892564 6.23214495604921 129.524084036565 12.4903812850435 48.2410606636224 9.02885915537889 84.3779126453538 7.34230951828919 87.1416575526194 2.45603061798173 7.62554553399443 0.992401319440274 1.03079452510842 0.73637854709018
DH_KE0039 84.5065145038149 5.75436108445157 5.77580291828121 0.588731970148289 5.61070623721836 0.480468083039255 5.48757488811973 0.487875208644277 34.6175303807806 2.66041890193992 72.7701041716112 6.23271746537883 123.403665976867 12.4908862374825 42.6183536981563 9.02828265661392 94.3961569730792 7.34165230429343 76.5243478639556 2.42832762631493 1.39265615453126 0.992605845736178 4.17192126198285 0.736412864563345
DH_KE0040 71.5055546764768 8.03703389384158 6.48505353491464 0.655591158398151 6.53252912311949 0.596012164013286 6.63999604899269 0.60487734765587 45.8560948146329 3.11386480140116 92.6213549155631 6.90261557733127 168.483481010383 13.6775706184534 59.2718360361539 10.3029683146018 109.664399480469 9.60855903100653 69.0966995315044 2.749553548572 1.13395037885597 0.99229982852821 NA NA
DH_KE0041 85.4830833553284 5.7542639060309 5.85919358243653 0.588609787540653 5.65442377251225 0.48042345360629 5.73281090197272 0.487825127961628 35.529534932586 2.6602292114228 78.6366730559717 6.23243789383333 139.066312611226 12.4905367269388 48.5742286937902 9.02879320500929 92.8187746320191 7.34151371555726 75.5301822305538 2.42824999666355 0.975338426489394 0.992294570613633 1.49927318081077 0.736146544503647
DH_KE0042 82.4181488102519 5.7540709294658 5.54935254844957 0.588635981262997 5.63550453813739 0.480440817296237 5.7898477415529 0.487863818504259 30.67304785567 2.66030202632765 72.9626228529326 6.23273720132502 148.826170160852 12.4914272002366 68.1629873830351 9.03192375934823 86.0799216454787 7.34587278052951 77.5834513472593 2.42821710756329 1.69043654343255 0.993051028079669 4.12258149492968 0.736386269392716
DH_KE0043 90.0646046832303 5.75400840738017 6.04985655193331 0.588670223329078 6.47808670785329 0.480460970767972 6.87372980067048 0.499801588312576 33.8852731342904 2.66039463410949 73.446490026692 6.23316253051108 128.484876759876 12.4916029654764 62.3815675671652 9.02904306625589 74.9087402944558 7.34271599052223 74.0209249792065 2.42821504238682 2.92307854979384 0.993140680302444 1.5449307722941 0.736083476209927
DH_KE0045 93.9092192981024 8.03787984456161 4.89546759454226 0.655927427197382 4.05228571064097 0.596242848625313 4.76175602621602 0.605066362671711 30.0063872431395 3.11486273595534 66.2241959994952 6.90393929453632 98.1752921961453 13.6807784720902 33.2171237138411 10.2990057094621 71.5855090184798 9.60390932311575 75.7751676258393 2.75021572558234 1.05956489884429 0.99297622574598 NA NA
DH_KE0046 57.9326076446414 5.75431756650245 5.1909978103928 0.588761728087102 4.98602685410989 0.48044780777051 5.38516265841431 0.487908091306133 30.6718553305507 2.66040710515603 75.0128445112688 6.23289832078995 149.733348866588 12.4908787977291 50.7135221696861 9.03049786748752 108.481501588696 7.34336340921738 80.1942161934007 2.45620778268434 1.3856357820329 0.991885505018249 1.73956256606251 0.736272939685779
DH_KE0047 58.3628541095841 8.03672135946238 4.76208465923531 0.655346184640579 4.08623987314258 0.595836862032885 5.09661241832439 0.604630083600973 33.0628139057074 3.11288857122816 80.3464550232876 6.90009881827859 124.394113317774 13.6739337746123 65.3924969985732 10.2949009429651 66.7617717629497 9.60007370247221 77.3680174998204 2.74929343679686 7.90685113561007 0.9919966139895 NA NA
DH_KE0048 58.3674265093441 5.75374026536334 3.70469331452572 0.588405483172697 3.65248761623817 0.480298361187065 4.25324436233622 0.48770486282877 24.0040296024381 2.65968564420996 56.9849840360027 6.23158010654962 119.878151415329 12.4890957036586 29.5898143688692 9.02938595856568 81.7889652015433 7.34196772944852 80.2564297964695 2.42797756546096 1.78221615107783 0.992092633013772 0.997491221154629 0.736134005239203
DH_KE0049 45.8978446627078 5.75399336740658 2.61324841085671 0.588582288353698 2.83291378094774 0.480377513427222 3.0153625528718 0.487786848891066 21.7549375690021 2.66003058166029 55.4641684541627 6.23215132987036 120.520022900624 12.490047512002 51.3691816274683 9.02881048780482 73.3045821905202 7.34179981177304 80.8544639931172 2.42810539447558 2.18308974258487 0.992092307770266 2.13979780127738 0.736262378867712
DH_KE0050 82.3799309054747 5.75401845208465 5.43671910751444 0.588598558942465 5.48525510132561 0.480388175226566 5.45410495125639 0.487813058571084 32.1857517619501 2.6601350429704 75.0154889406263 6.23252720745869 145.084287185505 12.4904004027918 79.8652579661189 9.03040779116156 70.991752867223 7.34345681605736 76.737268548189 2.42811550388641 5.68491746756782 0.992862519990018 3.83070049405976 0.735944947953553
DH_KE0051 67.1290367897251 8.03744765530991 4.27888409767227 0.655544412714873 3.92620072598068 0.596024798075658 4.57146919495703 0.604803087891071 27.8238891670232 3.11373770374699 61.1615891162879 6.90147424471261 113.855951983857 13.6766226132534 43.7897673546743 10.304780417036 66.7503623815463 9.61062784482963 76.4604433443042 2.74976983248102 1.58622751809856 0.992236748682688 NA NA
DH_KE0052 58.456873850053 8.03730844454758 4.16185924565001 0.655614536259175 4.28278012196012 0.595991663626302 4.94386920249854 0.604825357607619 27.9744960609115 3.113818783644 72.3458070266609 6.90226312981162 123.775862906952 13.6770730976673 64.9690640121824 10.3048179463312 58.9770196851499 9.60924404277451 74.5398958539212 2.74951198480102 1.20950457701797 0.991826113387731 NA NA
DH_KE0053 84.7037384203253 8.03664370809619 4.84596642165851 0.655458340752376 4.96047981238388 0.595910537000322 5.31686017529627 0.604792127827305 28.6385444646596 3.11336489386435 71.9127509004974 6.9014785407773 166.36006940802 13.6763947629126 72.8369954530465 10.3027445419288 93.0381383790779 9.60723986199044 77.0181809772299 2.74931771979843 7.89110531087719 0.9921072426983 NA NA
DH_KE0054 80.0666295871278 5.75416324268132 4.88233602757131 0.588666721902895 4.38947150218796 0.480415273202411 4.94064320411645 0.499727160247591 27.9696656257211 2.66018542616107 67.4266989372579 6.23237533641214 119.786525025018 12.4905086720015 68.9661125460308 9.03019113893527 60.9948219015008 7.34389370737922 80.6903028714541 2.42824183700706 8.74069775906919 0.992678304281306 1.89353080964191 0.736193765263535
DH_KE0055 22.3076076942502 5.75431756655005 2.08131597536635 0.606958862093436 2.39092887644155 0.491567221065276 2.50302660380316 0.499820678724616 17.3484322202188 2.70332650921849 44.8433811356561 6.29780570882674 122.870070641076 12.5829975140548 37.5655795928075 9.28679460941934 84.4488841002645 7.87132415072561 82.9727200988089 2.45622434617024 1.80184969741766 0.992789496086337 0.977936844355288 0.736237573195025
DH_KE0057 30.6104599659106 5.75432446607778 1.91375823195845 0.588738481045462 2.03773409977226 0.480425056677926 2.62489470635017 0.487827890146014 14.5632393429632 2.6602533030118 41.5560505295329 6.23240060983045 105.442249598009 12.4903454191215 28.5809259356391 9.02794409003192 71.2807359126021 7.34074342286001 74.8215062350838 2.42822596904901 1.5980238348083 0.992593895795938 1.90672912130149 0.736112144396229
DH_KE0058 76.9984935606559 5.75366340855627 5.5301655397121 0.588560050561748 5.02985106424712 0.480360399193234 5.72927551074958 0.499687453581893 26.9971207007658 2.66003964405776 64.8510658864752 6.23258168955297 120.225145195979 12.49059024325 35.9721054599876 9.02924200235876 90.9998474547414 7.34192189050755 73.0615755787817 2.4280261807583 0.864817903132873 0.992598415438589 1.99675391252859 0.735994374081111
DH_KE0059 77.042838664083 5.75421345140808 5.41242616117778 0.588685813587075 5.47684734659211 0.480407005749301 5.94845015388936 0.487817394977382 34.2135447803686 2.66020183103668 74.5203416415627 6.2324982492676 135.667248074515 12.4902085053982 61.4813892025285 9.02884344844634 82.5008348614759 7.34194455785968 75.80288000573 2.42817944075347 1.2827149695182 0.992152197763038 4.67667810834812 0.73604286796121
DH_KE0060 80.4291537871029 5.40397658323669 5.47337552884406 0.560101942323353 5.35346788024578 0.462630761280722 6.07585879995249 0.468027122570445 32.3111209684245 2.59156098048307 77.2703965859643 6.12642944964368 151.594788083012 12.3564185900023 57.0486966377109 8.8387475519391 97.3464769609003 6.92356620830163 69.2086702784597 2.3853787488465 1.68716489526282 0.874452014038077 2.66009665266597 0.736372635106161
DH_KE0061 78.8669922904317 5.75406636196362 3.83166391505979 0.588553741769461 4.07758615622006 0.480378167943475 4.33415225335414 0.487788712100742 23.6086493491605 2.66004588764271 53.889908320904 6.23220734588458 134.743957262262 12.4900658185442 52.8731072381936 9.02883988943676 85.9519333637551 7.34174794686314 75.9373089566173 2.42813841218996 0.881455044769892 0.992145983894746 1.12846084205312 0.736186026569438
DH_KE0062 92.2873552615329 5.75389196163713 4.8796222300824 0.588594235710381 4.63668126425318 0.480408372335354 6.16426542726886 0.48784055868041 30.7128342294643 2.66018060792099 78.8223193318818 6.23256364273726 148.655855771483 12.4907996960993 87.2221878049002 9.02827533038856 73.1937478827843 7.3418511818476 82.4555370369036 2.42814502012728 2.36769334545189 0.99255786095162 1.17563805320731 0.736325334305259
DH_KE0063 89.6204847095348 8.03757718923937 5.72080365276818 0.655699284880047 4.84611044356942 0.596139405085992 5.69767078752638 0.604951920377096 31.3931927581097 3.11433207973428 78.0556286265532 6.90286960200038 166.670963580391 13.6791678813869 85.722221737024 10.306901381061 84.5826064824694 9.61221344448629 77.7545652363129 2.74995944080589 2.10169401942266 0.992704687397488 NA NA
DH_KE0064 69.6959863928804 8.03715745736391 5.26474536844865 0.655534360024145 4.89023295176729 0.595988793735687 5.48062694463908 0.604791261331828 31.7282227473092 3.11364494992394 71.8401495390133 6.90159134768727 131.323835133701 13.6770987658438 64.1988886500464 10.2998596480875 81.5369390906105 9.60450317391895 69.3764747849608 2.74957789403334 1.16882962486413 0.99237882163384 NA NA
DH_KE0065 79.604347648952 5.75380760037376 5.61141695211127 0.606588892665456 5.81153686907433 0.491395965025991 6.373523099353 0.499674363294112 37.6711780338796 2.70258320447849 82.6922453947816 6.29665694947645 145.988178742658 12.5809778382781 50.5826899754821 9.28814987325579 101.410219522616 7.8719031625821 77.1225602674231 2.45589860392021 1.49781067303114 0.992516598829921 3.20570320039756 0.735877674152286
DH_KE0066 53.3368917059046 8.03788766148261 3.93182089058021 0.655832998558797 4.13331982999042 0.596125079363699 5.04594573389145 0.604938022601653 25.4892256462623 3.11435778575855 65.8308155587358 6.90279652701152 177.294345043721 13.6780026513738 57.6254437671713 10.300297283892 120.009345154123 9.60505923019654 88.1612915236077 2.7498485501497 2.60869903027468 0.992380241903376 NA NA
DH_KE0067 88.5647807764426 5.75450163245408 5.6574339543278 0.588835243619967 4.81656228091362 0.480498867626078 5.1105446865939 0.487910147173995 29.9873766957052 2.66061685852289 67.8907762902367 6.23316628929295 117.665054467654 12.4910975892004 38.8170699925718 9.0286773829477 82.5874772498174 7.34137315294481 74.9991662184206 2.4283540019992 5.670425430258 0.992689258618726 3.02920631601178 0.736087394500031
DH_KE0070 16.7227608940163 5.97562463746042 2.4508119881362 0.655993585788084 2.20620758805051 0.521817927577523 2.78136827558398 0.529710491654446 13.8214465008767 2.81963158332558 36.8596185310575 6.46334601937961 118.725784870625 13.0585693943651 45.0862983241875 10.2977455939044 76.1755970455342 9.60085451568747 82.9036543141883 2.53992048985572 1.28532214662893 0.992131978919431 1.67366325804615 0.780447966541042
DH_KE0071 67.8531505856326 5.75376869456518 4.55917123017738 0.588396840800545 4.77617399445808 0.480316229104939 4.90032856301952 0.487724551606176 31.1416039882736 2.65976804120898 76.4630329689209 6.23174690164361 139.536260008113 12.4893234319846 82.1958616742517 9.02773464255977 65.1825243995189 7.34042329086832 74.5620953321219 2.42801387363301 1.0472616649379 0.992050392548548 3.13455141195755 0.736049618479305
DH_KE0072 44.5094996067202 8.03729163296182 3.66127068003501 0.655698680253258 3.53930720527225 0.596096403521001 4.0587781801884 0.604998164260049 24.5282170778947 3.11438685929649 59.7626615622944 6.903989272775 115.452916287247 13.6799408035659 37.2909759806157 10.3083504303638 89.6828971536085 9.61137932790169 76.0715058904601 2.74962236527576 0.9155132699072 0.992292137018028 NA NA
DH_KE0073 70.6675898114769 5.75403845579495 4.4397873141921 0.58862297657165 4.82676569230095 0.480399292319439 4.98978951046943 0.48781556929621 31.2783698215532 2.66012370491586 73.2295264824597 6.23235904864132 128.60556856631 12.4905950718681 55.1167428607974 9.03094078181104 83.7447003492799 7.3447379239821 73.027613252775 2.42815872886225 1.69528960933382 0.992906846389069 5.78992489801389 0.736160604800496
DH_KE0074 84.2856486327928 5.75393686277572 4.62305757141347 0.588463850232489 4.74510454110021 0.480350451054269 5.17466985486176 0.487759149420002 26.7341468405883 2.65992703343843 70.5470034646483 6.23202243494698 133.567847761461 12.4898165712284 73.132566582867 9.02831523625448 68.5825928037085 7.34101354391158 79.983562996729 2.42807401706272 2.94581895111749 0.991832913176667 0.924890616036751 0.736191230093757
DH_KE0075 67.3696480542342 5.75374726966428 4.61654507663173 0.588413433971487 4.81771332791821 0.480320032813282 5.32501477718243 0.48773429997193 30.968990023836 2.65978135779937 75.0929680041053 6.23179157562371 160.794550711559 12.489398265075 62.9684320414459 9.02749149011155 99.1031412819339 7.34003896045867 80.024919554216 2.42802175809685 2.8545134756357 0.991547204365353 1.62686280096016 0.73622441262052
DH_KE0076 73.3354535411873 5.75420219241594 5.0203083147974 0.588689334567057 5.5914232995112 0.480478984611237 5.48208057285233 0.487897428373441 37.7931880787436 2.66046006587332 74.8653858897327 6.23292917556683 145.38834666982 12.4917310851767 47.2582202281477 9.03056918886173 99.8435970487594 7.3446402718891 69.9953495677305 2.42831653391845 6.140757874145 0.993351645428967 3.18906037646712 0.736328692011192
DH_KE0078 55.1697472031187 5.40398661399294 4.21177429853391 0.560093340768809 4.36860804680349 0.462601447775175 5.07117140501312 0.467994937776311 29.7287206477799 2.59147865872034 72.9800624424355 6.12627823495301 105.255584653645 12.3557162212809 42.0364044589985 8.83814621484096 59.4850060675767 6.92241729816447 81.1814545276448 2.38533298935978 1.31006795235585 0.874148963555034 1.50014042275227 0.736046241583282
DH_KE0079 70.1025561752105 5.97506156547075 3.78058782016794 0.694211803728525 3.23920210095964 0.540271758115572 3.51637084258469 0.549603001029934 24.9105035885614 2.8926418284556 55.4360225999704 6.57670883859553 111.272249168396 13.0584393060709 47.6733889562662 11.3759660824436 64.8880924114783 11.5331961167985 79.3188909909703 2.58828344283786 1.0013119125288 1.07416857550326 1.31012786550911 0.736187214772505
