Genotype EME SE_EME EV_V3 SE_EV_V3 EV_V4 SE_EV_V4 EV_V6 SE_EV_V6 PH_V4 SE_PH_V4 PH_V6 SE_PH_V6 PH_final SE_PH_final EH SE_EH EarTasDist SE_EarTasDist DtSILK SE_DtSILK RL_R6 SE_RL_R6 TILL SE_TILL
DH_PE0109 75.7339969099082 5.75404079389224 4.84977191955735 0.588638828086219 5.28192118743565 0.480413394031423 5.91146448040146 0.487854426060124 32.3166296448725 2.66020584707027 79.7678771903335 6.23257714088424 123.144952741515 12.4908766238821 50.7206539993929 9.0280234234634 75.8214226871348 7.34104169838321 79.2980526880239 2.42818620338006 6.04924648398622 0.992459164650873 2.06548001505251 0.736321766275489
DH_PE0110 86.212255336693 5.7537572775126 5.22263309880723 0.588415373056705 5.2338637759856 0.480303525781161 4.97385357942689 0.487715126101342 29.7749100976649 2.65971249310586 69.7905438072713 6.23165887688726 91.2214083564488 12.4889485529404 36.4186709360711 9.02691881461285 55.1461834356908 7.33991131528154 74.6497813206257 2.4280075255891 1.18471435962436 0.991925888522772 6.67925882826887 0.736052651819244
DH_PE0113 89.8069254204391 5.40398691383966 5.03971190044537 0.560081336412377 4.85706397084679 0.462612079817852 4.95217568023186 0.468030934490825 28.9112555002966 2.59146892527064 63.6085293448061 6.1262381666716 79.9258847168071 12.3557964899894 30.3338094299665 8.83881473883811 55.5276231005112 6.92338899921891 74.447101888331 2.38533122490735 0.839171495598596 0.874104117446731 6.49360347964264 0.736171705164323
DH_PE0114 76.6582700349526 5.75382701700237 5.06513193158313 0.588419214614737 5.30564605731771 0.480316204499966 5.73876625405094 0.487720741007311 33.1437291265076 2.65975833222138 80.8203030817775 6.23166075605323 135.391701511146 12.4889138191937 82.7645893045651 9.02511930341785 66.2045074793264 7.33742850914833 83.2925936019044 2.45591243473345 2.65118009388762 0.991932097799499 3.55252293326431 0.73605928540028
DH_PE0115 92.0061612985374 5.75436088996205 6.67426891748669 0.588697659001279 6.65728177392201 0.480440264962928 7.32113394182965 0.487848818445753 40.0910567841953 2.66032476583888 98.5488529179649 6.23261306096204 147.525259643212 12.4904117882974 59.194971501644 9.02977678309848 98.4667490677101 7.34267150004241 76.3403426504878 2.4282492880946 1.18344448646546 0.99249452963238 4.11066644409987 0.735994380040057
DH_PE0116 92.7450789611858 5.75385497422801 6.53550429700831 0.588488714571486 6.45332715686656 0.480340524326558 6.44257386341853 0.487753463857745 32.9373944003968 2.65987719640741 73.536523012117 6.23193500920085 116.042280982626 12.4894980836124 50.6855332315395 9.02744345243231 76.3075915164706 7.34037879872728 76.9894266924092 2.42809450844837 1.65028519564574 0.992656363394346 6.91939764979677 0.735892364046303
DH_PE0117 56.6744069896124 5.75415404290449 4.84785143986863 0.588654030606098 4.49364229920712 0.480443101468657 4.53094809849734 0.487876434247916 30.9050989920805 2.66032825571249 67.4806758499708 6.23272794862695 110.880621268062 12.4911066971805 52.2859810950446 9.03060222091428 63.5341109180882 7.34426487624008 75.7134834045718 2.42825985028097 1.41532426915617 0.99245951608129 5.25367286866146 0.73631186843746
DH_PE0121 75.1273090089056 5.97534009001313 4.84455820717341 0.606625186601996 5.34459301060551 0.49143612800436 5.55348898137359 0.499665655002854 31.4554010498489 2.70268648242104 74.8677204741742 6.29657828480746 105.959565211914 12.5812946820571 53.4465909190738 9.28425147578504 61.5337856852346 7.86808206829399 81.2495881709092 2.45603050537214 1.39828550005664 1.07447060434416 2.15846489098047 0.736137530379591
DH_PE0122 69.0779752467781 5.75380584451167 6.0420159258974 0.588583155317227 5.38850691281364 0.48040903923121 5.81107497750071 0.487856483605465 41.6264020331907 2.6602121117377 87.3352865376472 6.23280277666225 147.005278243621 12.4912703671643 57.0419418990835 9.0304002740744 101.199318377631 7.34414554270388 80.2844718104626 2.42813760717418 2.22926922655558 0.992850427938921 4.56262519937629 0.736248911410788
DH_PE0123 49.1839720864501 5.75396373913247 4.8387247134829 0.588429990673703 4.17201084511014 0.480350988528153 4.92479933792457 0.48775494298696 34.0773914618611 2.65983944289692 74.825999132394 6.23163335596497 111.550904258126 12.4894136644063 42.5076405166592 9.02769355506361 80.296258059529 7.34116445828584 82.2534099123128 2.42813008722314 3.38644682270333 0.992523575979607 1.57202346875692 0.736233154799742
DH_PE0124 72.3287081558955 8.03712195709201 3.95265151378699 0.655654740004887 4.01820230569022 0.596086170762193 4.57281665997031 0.604935271344607 27.2230628453923 3.114167883225 66.5823814413604 6.90305651126082 73.1146648839279 13.6794236242615 27.4075237349939 10.3092944878905 66.8078339298212 9.6140337357305 80.9466161557155 2.74972335495927 3.28281763310091 0.992665127852475 NA NA
DH_PE0125 83.8797153531925 5.75385964908377 5.20672434452767 0.588436897886491 5.088274385267 0.480328332931042 5.71863549283327 0.487741673545899 34.0513943952477 2.65982961080754 78.6515508182346 6.23187810317266 130.823364359966 12.4893017022034 66.7448948933499 9.03008795741335 73.0357496524178 7.34322674374074 80.5366606568893 2.42805285500433 2.55309179856093 0.991874525461263 5.35051465619973 0.736007628111528
DH_PE0126 80.8307618213065 5.75407812677744 5.28179666552913 0.588510374950754 5.54821331564665 0.480372288051162 5.61467962127256 0.487782540549466 36.1690100046157 2.65998111854195 79.6238975403131 6.2319511549644 120.56860403115 12.4897166416359 45.4748949273843 9.02668094979319 91.9668914728981 7.3394253382057 77.845691507163 2.42815533033508 1.99833454343507 0.992489886309497 4.92102539722764 0.736139036370869
DH_PE0127 71.5479925125591 5.75400083346751 6.1845409224773 0.588502785883082 5.54575572845942 0.480393577182344 6.1672342528891 0.48780315440492 38.7374371642427 2.66009502020966 86.345402977526 6.23227088139355 140.935549862745 12.4904396393449 63.0175333783987 9.02893020465673 89.3164109044042 7.34181360127833 78.6000884305725 2.42816245078532 1.27263264768035 0.992454976558304 3.61111924993257 0.736196816513054
DH_PE0128 88.538945218819 5.97516391940342 4.96914343676724 0.606554930923805 4.90703150246486 0.491406373411463 5.32814070135669 0.499634440837129 33.103499941057 2.70254057100739 71.6663529647955 6.29634169157082 117.058955398363 12.581055748454 59.8810034320781 9.2854823643461 61.4337878378547 7.87018097106401 83.8308898885426 2.45599932266458 3.04323616201516 1.07437859479264 7.37329164333822 0.736218065573801
DH_PE0129 91.8288588006999 5.75401925167816 4.74742240587038 0.58851957292051 4.28660334111651 0.480361277348711 4.76764787089035 0.487785373164576 29.2128323692683 2.65997766023193 66.1716938073806 6.23205941887746 134.477602732242 12.4899251667952 50.2023287330284 9.02834441003525 100.785848956151 7.34078636452103 78.1733784152119 2.42810420111313 1.76941492922442 0.991957361131283 5.19777140073416 0.736215639735912
DH_PE0130 82.0800761289697 5.75425567085265 5.61321158409405 0.588833648229384 5.2207663336937 0.48045316966484 5.72692289361621 0.487880271503817 31.2487870394476 2.66043664394531 75.291348483052 6.23304599296676 117.301129912663 12.4911681011733 46.2213100252126 9.03095893859761 73.6956731293183 7.34393713814171 71.7951501969308 2.42824598856709 1.61267819899436 0.992702398841633 5.32445153954532 0.736093915895095
DH_PE0131 73.7715674467471 5.75448876038428 5.04773020867929 0.588791757473611 5.57241731098319 0.480495351895285 5.49798167889918 0.487906442347701 34.1331157760962 2.66057180323788 72.1958308047231 6.23302288787409 118.437710900042 12.4910827762664 54.3270826157177 9.02905761505162 74.0709730054254 7.34228166516815 81.8976807589088 2.42836055520288 2.36574044207424 0.99294493499613 4.88502743988215 0.73611454710524
DH_PE0132 86.0773930607548 5.75442812073112 5.78380388904213 0.588848849600045 5.48855421658912 0.480497645810658 6.23160492448454 0.487911779323117 34.3769221921683 2.66058281466037 82.3305933027302 6.23310036078831 111.267435768466 12.491401476161 46.7519456795945 9.03014428168375 75.8762191425679 7.3436038314113 79.0210179694915 2.42836671143352 1.73022265393137 0.993127052590788 1.2366980052238 0.736157719825691
DH_PE0134 77.4018118043496 5.75388087784339 4.56292792608379 0.58841908484003 4.79755249455335 0.480333746544782 4.68864290818978 0.487736335802944 29.9496625322871 2.65983061943017 69.2484079855803 6.23175095646818 125.715341857894 12.4894502729329 41.904098580082 9.02810374650408 89.6051686585757 7.34092285078358 78.9024276568007 2.42806071773685 1.56085560876179 0.991663475048604 3.9168313301608 0.736286456899438
DH_PE0136 87.7105435479652 5.75395538646506 4.53037474366496 0.588462015088627 4.62097007132044 0.480352938006107 5.1832407407628 0.487758241766295 30.0243353324315 2.65991445712603 77.405457666772 6.2319412039087 119.616133273396 12.4898196795075 60.0394793807132 9.02984872468777 74.9413856839259 7.34353985246644 79.4586443962733 2.42810386117355 1.37020259767894 0.99185617726467 4.65818283587898 0.73622072813832
DH_PE0138 56.9779251707446 5.75372611090312 4.41229402181372 0.588457886767898 4.03376246225965 0.480335073026573 4.02302667551977 0.487758654582544 28.0748365560336 2.6599194046476 63.8720044335662 6.23202684254256 95.4298239981981 12.5814826621559 37.1905662910549 9.28686975887849 59.469670855019 7.8713771362299 82.4176347083882 2.45593912066047 0.909222513269072 0.992044098689695 5.30826140747252 0.736176435136867
DH_PE0139 93.8513067847255 5.75406016556268 6.16852444784582 0.588605971209881 6.47568587280664 0.48040425318804 6.70709376254558 0.487818692499395 35.9816194005854 2.66014186102641 81.2728042424643 6.23236790141331 124.122645407051 12.4904417451261 49.079179214992 9.0297530823166 88.8706231804182 7.3435579554452 75.6212236274474 2.42818168560661 0.944692995722087 0.99273499120872 6.81660868753079 0.736135916072286
DH_PE0140 83.8201663119124 5.75434848823987 6.77774273182072 0.588757215232294 6.47166356970358 0.480450714935237 7.0362358066474 0.487846893856817 42.4073717729857 2.66032092656583 95.3001104102189 6.23247653202365 139.206772513936 12.4906183715189 40.7292545294417 9.02895369592052 109.666391256143 7.34235084976788 77.1719906151676 2.42829417320974 1.14348635159608 0.993092470147661 3.92113812352179 0.736222312847974
DH_PE0141 87.178037087483 5.75399136686534 5.50396254643761 0.588532387416103 5.16018699275916 0.480372402013976 5.56296524306272 0.487787541650214 33.2835346422134 2.66002657946585 78.7278971260419 6.23225886509625 132.686713895102 12.49012190387 63.5677394994642 9.02908208353811 77.9446638522017 7.34198219193112 78.9802401388226 2.42810370711726 1.94492426414997 0.992331509780462 5.83495627421114 0.736050134642004
DH_PE0146 92.0440844084503 5.75409463391828 5.82199521064654 0.588650192371201 6.09427729167489 0.480418225784876 6.12273699113183 0.487828329312344 36.7793507879555 2.66019045618525 82.813644833243 6.23240108407217 120.584284250684 12.490677981892 53.3580498545092 9.02863346855904 78.7323832473686 7.34219638063934 80.5537975979732 2.42822321954632 1.04348236707707 0.99285919576802 4.21781339343405 0.736232748177336
DH_PE0147 92.9684836516955 5.75387178432211 6.26119534959158 0.588413517102437 5.7033540898521 0.480354134986644 5.41018393192324 0.487755483446729 33.6493687597216 2.65987488066354 80.0452605140733 6.2317950154426 118.509114841929 12.4899635648661 63.3695666216845 9.02784998563215 81.0013607032254 7.34126564109523 77.1445529679945 2.42810970962281 1.10025025462045 0.992476083064856 6.85833065568302 0.736312825580899
DH_PE0148 86.1305484467933 8.03623692816029 6.18492384780158 0.824493463834477 5.10364455175581 0.595812602314547 5.57533579047982 0.604621192190654 33.4915886001485 3.11281458760549 73.4908907501614 6.90008647382753 115.902141750656 13.6749048487289 33.1238391073241 10.2995650493086 95.6026007135403 9.60469922417842 81.7138505654684 2.74925889444498 NA NA 6.92286357477437 0.736249209869403
DH_PE0149 75.9620296565724 5.75439625947385 4.67782593036172 0.588803814898049 5.14321466893146 0.48048448057266 6.19401430049489 0.487900413961373 33.8521170502054 2.66052953917378 81.1763841941956 6.2330296382346 115.063154102594 12.4911967534575 65.9286135042592 9.0291633895108 55.8326228858943 7.34278911578387 76.0926438969447 2.42833505820312 3.48206257552672 0.9928396304322 2.08843957104971 0.736165211080733
DH_PE0150 77.0189902728104 5.75384298137418 5.37097362173207 0.58841813748314 5.49359375892039 0.480351681931033 5.62067831239563 0.487760013195787 33.091412598444 2.6598975576147 77.3099835828073 6.23193610320976 130.101946224736 12.4898979882267 75.2818910816364 9.02858721727408 64.1302770435609 7.34213964179665 85.6693555470218 2.42808831655466 0.830654890331311 0.991985018556916 6.02728925880367 0.736346012701251
DH_PE0152 88.086880614 5.75380938213716 5.25600121493232 0.588474869025939 5.05946886912173 0.480352453106672 5.20418751018264 0.48777809692408 30.1101768551468 2.65988287731763 65.9387886520586 6.23189297300856 113.087580352609 12.4897813683231 57.8482571370084 9.02744900924055 67.793465697582 7.34088302873717 82.4663527650405 2.45602582908598 2.26485014929886 0.992759801529996 7.30123244579985 0.736212349369366
DH_PE0154 59.3519078343585 5.75366919804969 4.4695171702402 0.58838234361002 4.81923029990932 0.480312138286122 5.26434919375609 0.487727408651267 32.5205536768123 2.65974609730848 78.4920338580252 6.23172549966376 129.758790164169 12.4892328112374 54.0417043890809 9.02790584878693 75.3554646667074 7.34087893380673 82.7799028035272 2.42797666058225 4.41279116560088 0.992172845451428 4.35472548990582 0.736173506989864
DH_PE0155 88.1956519480182 5.75405079613614 6.18482207570009 0.58855354410704 5.71718088728025 0.480393277822024 5.9076080277642 0.487811825736431 33.1907421834803 2.66008175842973 77.4934652356639 6.23222217091066 121.557131017687 12.4903680482975 44.6557091477021 9.02755284415709 85.3243561958765 7.34087438887105 73.8052618140857 2.4281613911366 1.46225451571769 0.993086834851832 5.86461925918379 0.736154245331956
DH_PE0156 90.2222842247697 5.75364767515771 5.06367238826158 0.588372821470785 4.5831376938223 0.480306980131017 5.27063664774137 0.487722066360121 30.6669600159717 2.65971152661503 73.4323231516664 6.23165774303698 119.88861551063 12.4892918987662 48.6623505481024 9.02698219070111 74.5785299312893 7.34003598455939 79.5782895515758 2.45587896931959 0.929002838291195 0.992173949705984 5.61298977348863 0.736216006468637
DH_PE0157 65.8794546394473 5.75406366029453 5.64579872547482 0.588500657778335 5.79133058670307 0.480373106664168 5.96535307661189 0.487781166093553 37.1384696109712 2.66001871540291 87.7355957052943 6.23214975219379 128.231524028242 12.4900355663524 54.5689734574945 9.02904247405763 88.5588313408457 7.34216683588834 80.8367055903981 2.42813070523332 1.69816917998927 0.992225753239043 1.14149533622548 0.736049500618405
DH_PE0158 88.1538500430478 5.75402907008688 5.4094726569678 0.588545098177512 5.33810374169156 0.480384542707091 6.00736474585159 0.487790110512587 32.8238082050688 2.66006042505435 75.4913242293662 6.23237507870246 139.070233637436 12.4901676933414 51.8143375718365 9.03004115871189 94.2299048616247 7.34320921214886 88.2812595304657 2.4560182611422 3.10948811596942 0.992334415148025 5.74177986649966 0.736077132939724
DH_PE0159 89.4448934911812 5.75430784060883 6.03259176757847 0.58868555035689 5.67134437588526 0.480450909788895 5.68604104573457 0.48785753132692 36.6114800541827 2.66031569347847 78.312441938399 6.23251797496118 133.694217340088 12.4908759072517 34.2129047945517 9.03159242016516 108.62242531394 7.34592011817784 77.4812289910469 2.4282841553339 1.42447818929298 0.992567714430761 5.82904320797931 0.736451138794154
DH_PE0161 86.4234646895339 5.75412194738515 5.85910998977452 0.588567168489091 5.61041918867792 0.480391895461962 5.99734194394908 0.487808070431233 33.8809768271748 2.66013540311939 85.3392441838417 6.23241325446191 131.699553345612 12.4902738292204 54.4302910413127 9.02741068826283 91.1058152919801 7.33982680866169 78.6724845872118 2.42813713306169 1.87801909482703 0.992653247703026 3.40874646553553 0.735952762180525
DH_PE0164 83.8444377192803 5.75380053571166 5.84681345134134 0.588370540239573 6.49584003938254 0.480307298281387 5.71894055110962 0.487713347314482 41.761837891248 2.65971981652162 81.2693030577157 6.23161488392575 98.6869230967141 12.489168767875 42.0169655941152 9.02917727844272 59.6716970062128 7.34217026873905 77.9806356800146 2.42800710345284 0.801156023209614 0.991843181268974 4.68721998380451 0.736124332740589
DH_PE0165 89.9773752747156 5.75387164868506 5.1000389514477 0.606577826353047 4.52611405391566 0.491448446283549 5.50897222763402 0.529616938269329 26.8237554247596 2.70273847562265 66.9217969944514 6.29680686879575 105.878771649379 12.5816618307804 30.2252282279162 9.28499136301311 78.8304667586515 7.87032286274549 74.7541769960992 2.42812735800576 2.17782204403967 0.992583360312771 2.49951635073978 0.736286808827933
DH_PE0167 86.578623565192 5.75410330345152 5.33322620546219 0.588595463387954 5.16522403352609 0.480392808516875 5.2113798101445 0.487798257723662 30.6305367359195 2.66008793569308 71.4871981116191 6.23219472431361 110.073586459458 12.4901076072462 44.7824150753257 9.02942376729749 69.8499356872299 7.34251358894413 76.2782048620886 2.42815974171212 1.24871206865909 0.992534402258058 6.23932760477668 0.73610400447833
DH_PE0168 79.928692022784 5.75411379346728 6.09271011970013 0.588637499251115 5.69521756733344 0.480396348154529 5.85707235461291 0.487822823160386 34.7932329220417 2.66017350767701 77.503024283521 6.23253351426812 124.533201233832 12.4903314896427 50.7930252477105 9.02959711234581 81.5186690098189 7.34219494195274 79.890999328671 2.42812707243717 1.74455110213128 0.992409407358245 5.28043191020341 0.735974619865865
DH_PE0170 81.2898776436506 5.75413807792827 6.01723280537652 0.588629662617801 5.62636962750362 0.480406307401943 5.69502831095256 0.487814164462055 33.6456001113695 2.6601672442999 79.3744641508797 6.23236535524352 105.755488840385 12.4901631434378 24.1174127826522 9.02909117013574 83.2009690791655 7.34206314670204 78.7614184774348 2.42816903859032 1.52950992417201 0.991864597658714 4.67707375944596 0.73630066453348
DH_PE0171 91.0200891611634 5.75418188919199 5.62935775879215 0.588687190518683 5.48723618151694 0.48046236758085 5.53591042199175 0.487894852907659 34.0123851376723 2.66044550053838 73.3168792542642 6.23305750887801 106.563377735613 12.4915736110663 54.811558386058 9.03111221270407 60.9987653827619 7.34442897622958 74.4017749528785 2.42826443896882 3.20146550440472 0.992477370632727 6.02726185239518 0.73643796675235
DH_PE0173 65.5919117430839 5.75400596554926 4.72890348147496 0.588561699391449 4.64691573552394 0.480370535335654 5.2485986176083 0.48777684676015 31.2086782585048 2.66000056817619 76.6887861969442 6.23209436068792 135.33230213357 12.4897576799221 67.1910344811643 9.02854760362261 77.0257988690436 7.34116423687288 84.2030420986106 2.42813201949524 2.04858114383238 0.991965683179684 1.53906143840635 0.73622720883142
DH_PE0174 79.0155561403623 5.75418536272921 5.39547988097701 0.588607030063381 5.47793238857654 0.480424183329655 5.57159223617779 0.487825326825695 29.796100201186 2.66020601555726 71.2831251252666 6.2323185143814 114.954621355144 12.4904429270624 59.5854539690096 9.0287745540005 72.663371963646 7.34226910565329 81.5784773802019 2.42824281783865 1.46640986788566 0.992505417062146 2.49964914043206 0.736333807858392
DH_PE0176 59.9970821463217 5.75378983658136 4.13381114360509 0.588451673869534 4.19166753448599 0.480355413222801 5.59916321497666 0.487771973763113 29.5754567399128 2.65992818526004 77.3769812747292 6.23206585956251 125.422819106456 12.4900484698686 64.1502253507637 9.02855349846861 73.8683614968856 7.34231521981595 86.2743650839733 2.45593236803447 1.76977817050831 0.992731459929535 2.42989127963437 0.736124844762369
DH_PE0177 84.3455504633494 5.75412238848485 5.8694670375218 0.588781162979369 5.3508134279322 0.480425268492457 5.5268309106417 0.487840990568008 34.3649782916941 2.66027070422993 78.3250699520879 6.23259252365968 123.97666924927 12.4905953961728 44.6098972420244 9.02869829205541 92.146567278555 7.34178865844752 74.0279434973034 2.42821370840502 1.35349611575426 0.993067541384005 5.6113402981931 0.736032837404316
DH_PE0178 86.3760657801263 5.75416387456545 5.58408869901555 0.588625708484008 5.48070951443905 0.480414371767268 5.24707291377805 0.48786398227482 32.5542514513449 2.66020394875137 70.1728031147028 6.2324586515694 99.4630831224109 12.4904295637199 40.4271823814523 9.02995479098022 70.0630281249615 7.34294492389121 79.4595814420845 2.42820142822067 1.24123851304761 0.992031377347302 5.68549314503566 0.736280805815458
DH_PE0179 81.8325705346308 5.75420175385103 4.57854538624626 0.588612732259528 4.65547298970261 0.480409593740145 5.31388034875115 0.487847041943199 27.5572873441727 2.66016961645007 69.3991359661516 6.23234492342211 112.962268236424 12.4902654406403 33.9698960964209 9.02957748002641 77.0885021441263 7.34271491539762 71.7506142391436 2.42821813864189 1.25516134927715 0.992569664086137 3.65081718701486 0.736042832314727
DH_PE0183 81.982816474592 5.75412737435623 4.99372588457669 0.606781649824809 5.00071823840728 0.491526123017023 4.7060410972669 0.499766100952893 29.673446814499 2.70306723690239 69.9637792699352 6.29727859793045 84.8218575136535 12.5827637425439 39.762208533175 9.28740200559559 45.315393315654 7.87293990219965 79.2321918255542 2.45618523061906 2.95490622504188 0.993211715524188 5.75140942149661 0.736258728432234
DH_PE0184 79.903813627668 5.75387784030611 5.03677098310673 0.588448514091145 4.99289791637368 0.480339738301076 5.70588812580612 0.499659543350339 29.6435039497223 2.65984323718209 69.8153684259947 6.23179633053804 95.1046009231028 12.489216166781 31.2896181154211 9.02636758341766 67.8223767437535 7.3392875358836 71.5628171015434 2.42809000164963 0.851293145995694 0.992094711249926 4.60633839094667 0.736202954579217
DH_PE0190 73.8081986743503 5.40396380065303 4.94644068261106 0.560094289207352 5.02222971235308 0.462614625500637 5.27737030129765 0.468038553989399 29.3850866815046 2.59156658748681 69.4946474316321 6.12653302180295 80.126179019754 12.3561818557175 44.033620912545 8.83853078348878 44.8548470724589 6.92297269222925 80.102854187618 2.38533787738006 1.38236988288204 0.874287823362312 5.19098229371885 0.736088715759954
DH_PE0191 64.017872420052 5.75402938349023 5.21301879864582 0.606701564422888 4.88718386394974 0.491473890581898 5.80292278696772 0.499720122837856 30.6222473227293 2.70287635676426 74.0635252348662 6.29696314811032 131.703758298478 12.5817588409466 50.6428383959472 9.28639937915944 97.5233824873452 7.87136474133156 80.1089368295899 2.45607196480194 5.0323356745334 0.992380957748181 1.82939088790395 0.736236005502334
DH_PE0192 80.9528607637701 9.60181219458446 4.33520189615197 0.749287760316859 4.07690483322778 0.686760490885521 4.52857659931901 0.704195728028194 27.0091612160656 3.49095023119576 68.0107884530344 7.52481064728588 116.082970279625 14.5170309017186 53.1438820158682 11.3890503921178 60.0653053216681 11.5437213107146 79.6878090851201 3.00108205235054 1.70516295632265 1.19216381727774 NA NA
DH_PE0193 66.6443260891027 5.754424025182 5.11831683060268 0.588838023865212 5.16206152934744 0.480495112811518 5.20177154985718 0.487912096930197 27.9007274283419 2.66057561434693 65.7680882898699 6.23313625526543 112.662163965973 12.4915432625244 40.5470984415457 9.03174745173606 77.0863951241875 7.34568593528383 83.3108853631965 2.45621065233825 4.32619195495255 0.993105167287446 6.1201732250575 0.736198419639153
DH_PE0195 77.0406770217688 5.75429749040536 4.33845873389561 0.588760623988434 4.77983160739488 0.480454735485316 5.57923648432234 0.487883484436592 29.6709368669585 2.66031866030462 75.4426613533958 6.23258997192373 140.724219351567 12.490815397387 58.8826244946229 9.03090378349301 92.906398992224 7.34488164662517 77.3232427191317 2.42829297186636 3.15796831487875 0.992663133834948 3.52128832661565 0.736203033671464
DH_PE0196 87.4674987654888 5.75390328986493 5.39766465487931 0.588453864871554 5.57559839669692 0.480330297082884 6.23328077282998 0.487734534055645 35.5059838997516 2.65981334188132 83.3517602987177 6.23171840185992 124.673492392093 12.4893930620133 39.8763161475789 9.02812992488233 97.2546143853878 7.34123912504627 74.8058236188023 2.42804561796829 1.6861910946031 0.991796420039263 4.64067471330071 0.736254450947563
DH_PE0197 76.3324765592211 5.75406571977104 5.54227259136841 0.588573719579407 5.61010635095186 0.480407054840596 5.72461614623775 0.487826465683165 33.2945639619964 2.66017461889941 73.5884761885888 6.23248919666127 109.921346124055 12.490684331695 52.5131004561603 9.03068115590186 70.6835890483624 7.34325576134404 73.7385495703969 2.42816675817744 1.88634646278999 0.992805578976626 5.36369937176113 0.7361080401598
DH_PE0198 77.5055673716181 8.03624276688197 5.85933427116425 0.824683355132824 5.7407164750102 0.595835565364049 5.66528788399465 0.604699794004042 35.8829603131122 3.1129034688336 78.0368796903303 6.90026624927527 112.370833443908 13.6754564583823 57.6485376507241 10.3010011899076 71.6435466897103 9.6062475077843 73.6734680285308 2.74922789923871 NA NA 6.48634848794462 0.736324513718526
DH_PE0199 71.0576076829335 5.75431756651963 4.523545095137 0.588712814872097 4.25908159987239 0.480443799565685 4.93364774852501 0.487854340188488 28.3182136468769 2.66033279579467 68.8065783088717 6.23258877198289 117.122480129765 12.4906627673893 50.034246905295 9.02844550305789 67.7498191360247 7.34148673510328 84.1859211648573 2.4282575045907 1.32415446758513 0.992851205902159 1.98328017726425 0.736160497240857
DH_PE0202 68.8892291070824 6.22653570471225 4.89460271825823 0.606744031003617 4.0304678099784 0.504327950097039 4.11532892571667 0.51367720498872 26.8044135901582 2.7530320587464 67.9222910174608 6.37417848135995 107.576367905692 12.6866606875802 33.3572128281297 9.28597119155013 82.927799277492 7.87008050886917 81.0042774792036 2.58843153210115 1.12972539531469 0.992178636113931 2.09699251468989 0.841457965850141
DH_PE0204 67.5647914441386 5.75365320143793 4.09070687078365 0.588395065132984 4.76443065303786 0.480299835727532 5.4787429299221 0.48771098547365 30.9077658088637 2.65969351176521 76.8454844286498 6.23166665131046 128.346317626746 12.4891280592597 50.8383205110763 9.02595466713343 87.3916793873935 7.33824142005074 75.6876832984774 2.42796591133979 2.75402948881432 0.991774357081268 4.15530661352183 0.736191649352722
DH_PE0206 87.5318968886699 5.75432765954339 5.67614889068719 0.588842265965345 6.02857856303175 0.480469727255101 5.95083454621737 0.487890262326812 35.7934164549109 2.66047987455524 80.9537001600963 6.23295551019853 111.231653847165 12.4912157410915 57.1572172213677 9.03102998889434 60.54447095322 7.34421463191972 72.8229361289043 2.42830650790369 1.63080705675254 0.992671830279106 6.64256494652907 0.736228025180656
DH_PE0208 86.9466947576334 5.75395203735505 5.85185420230739 0.588602161940938 6.27948170917429 0.480414688379885 6.57492869145061 0.487841996546868 36.7486102189232 2.66022498933647 85.243060753725 6.23267669714472 133.689988653516 12.4909948918459 44.516845152648 9.02984077902519 96.7946201035086 7.34315756646688 76.8276463091091 2.42814919779367 0.984339484779879 0.992531992869792 6.41195394016928 0.736345559578485
DH_PE0212 84.9134356327706 5.75416414320959 6.07036071777343 0.588632594659583 5.91105092926812 0.480427903615946 6.56529709898912 0.487864759856095 33.1465477555047 2.66026619169503 84.5863181255349 6.23261643457102 137.355784867684 12.4908376059793 64.8255123165558 9.02871192861079 81.2966353839409 7.3419581948311 77.422155581401 2.42821863563929 5.72612315996471 0.992734760526937 0.866708611727749 0.736163755326691
DH_PE0213 77.2109704246539 5.75379255034887 5.54690937063569 0.588476173504313 5.13389908411814 0.480330125905861 5.46941336430548 0.487748830004512 32.0665153287755 2.65984436890634 65.7642030766157 6.23194085039923 99.4282671417451 12.4893131829689 42.1774735777645 9.02663052991048 69.004038174778 7.33890543718483 78.6271470073599 2.42803598212159 0.789812283735919 0.992405895578348 4.93270728042509 0.735967567609176
DH_PE0214 73.2933692042828 5.75419161747723 5.1117360368743 0.588583559826078 5.43985133306164 0.480395269755395 5.7526728948027 0.487794126900622 30.7878230037323 2.66009344827227 75.3608567128856 6.2321240574572 142.045322502996 12.4899635845575 58.1522411099429 9.02765061941975 91.7070253434621 7.34027326896004 78.2176471204061 2.42821084166797 1.30121630055135 0.992633073266426 3.03266649110244 0.736070450641344
DH_PE0216 74.5996921781316 5.75376725092212 5.10070891234671 0.588489061641044 5.66618263664948 0.480338442977106 6.12268900553788 0.487756919937364 32.7862889879889 2.65986192747117 79.5331894347372 6.23193669957221 134.285699140018 12.4896072992012 65.5625113222801 9.0282800733028 79.5737758246703 7.3413269446835 73.1704549605469 2.42804269895737 2.67513431928077 0.991716714146304 5.12800992641481 0.736322822827766
DH_PE0218 83.9456189031913 5.75421361440822 5.77256412719587 0.588694395518681 5.17187919649219 0.48042666318423 5.39901760928228 0.487843752953587 32.5647483161963 2.66028695539372 70.9233797697425 6.23260006534943 116.509742363035 12.4907301906075 44.4882284808539 9.02765324733435 79.3630460281505 7.34056016778164 84.4145398516825 2.42820619024738 1.01259560715541 0.992575906365989 4.90581972825161 0.73611876987978
